match_id,blue_win,blue_champ_1,blue_item_1_0,blue_item_1_1,blue_item_1_2,blue_item_1_3,blue_item_1_4,blue_item_1_5,blue_item_1_6,blue_champ_2,blue_item_2_0,blue_item_2_1,blue_item_2_2,blue_item_2_3,blue_item_2_4,blue_item_2_5,blue_item_2_6,blue_champ_3,blue_item_3_0,blue_item_3_1,blue_item_3_2,blue_item_3_3,blue_item_3_4,blue_item_3_5,blue_item_3_6,blue_champ_4,blue_item_4_0,blue_item_4_1,blue_item_4_2,blue_item_4_3,blue_item_4_4,blue_item_4_5,blue_item_4_6,blue_champ_5,blue_item_5_0,blue_item_5_1,blue_item_5_2,blue_item_5_3,blue_item_5_4,blue_item_5_5,blue_item_5_6,red_champ_1,red_item_1_0,red_item_1_1,red_item_1_2,red_item_1_3,red_item_1_4,red_item_1_5,red_item_1_6,red_champ_2,red_item_2_0,red_item_2_1,red_item_2_2,red_item_2_3,red_item_2_4,red_item_2_5,red_item_2_6,red_champ_3,red_item_3_0,red_item_3_1,red_item_3_2,red_item_3_3,red_item_3_4,red_item_3_5,red_item_3_6,red_champ_4,red_item_4_0,red_item_4_1,red_item_4_2,red_item_4_3,red_item_4_4,red_item_4_5,red_item_4_6,red_champ_5,red_item_5_0,red_item_5_1,red_item_5_2,red_item_5_3,red_item_5_4,red_item_5_5,red_item_5_6
EUW1_7659321191,0,17,3091,6653,3115,3175,4645,1058,3340,19,1103,3153,3172,3075,3065,0,3340,81,3089,3100,3070,6655,3020,4630,3340,21,6694,3009,2021,3142,6676,3134,3340,111,3869,3190,3107,3174,3076,1029,3364,887,3145,3115,3020,4633,3089,0,3340,234,3033,6672,3047,3156,6333,2021,3340,45,3157,4645,6655,3089,1052,3020,3364,67,1031,3124,6672,3006,3153,3302,3340,16,3870,3107,6617,3158,3504,1004,3364
EUW1_7659251210,1,126,3042,6692,3142,3171,2021,1037,3340,233,3153,3071,6333,3134,0,3047,3340,134,3157,4645,3089,6655,1056,3020,3340,21,6676,2031,3006,3036,1038,0,3340,888,3869,3190,3504,0,0,3158,3364,777,3046,3031,3006,6333,0,0,3340,203,6672,3006,3153,6670,1036,1036,3363,18,1055,3032,3006,6675,1018,1037,3340,157,1054,3006,6672,6673,3123,3035,3340,50,3116,3871,3047,3916,3067,1026,3364
EUW1_7658902639,1,31,2504,6664,3170,4633,3075,2502,3340,19,0,3173,6333,0,3156,3026,3364,45,3040,1058,6655,3175,4645,3102,3340,29,6676,3153,3172,3085,6670,0,3340,63,3175,6653,4646,2421,2503,4645,3364,79,3152,4645,3089,3135,0,3020,3340,234,3033,3047,6672,6676,3031,6333,3363,6,3075,3748,3111,3071,6665,6609,3364,115,6655,3020,4628,4645,3089,1058,3340,99,3871,3020,6655,3118,3165,3145,3364
EUW1_7658739360,1,110,1026,3115,3175,4645,3089,1082,3340,234,3153,6672,3174,1028,3051,2022,3340,54,1056,3118,3175,4646,4645,1029,3340,21,6676,3142,6694,3006,3134,0,3340,89,3876,3002,3190,3111,6660,1031,3364,82,1056,4633,3116,3047,3076,1031,3340,72,3748,2003,3084,2021,1028,0,3340,711,1056,6655,3020,4646,3145,0,3340,157,1055,3006,3153,6673,1018,1037,3340,80,3871,3179,6692,1011,3013,0,3340
EUW1_7658489035,0,115,1056,6655,3020,4645,6653,3108,3340,876,4633,6653,3116,3158,1058,1058,3364,105,1056,3157,3100,6655,1058,3020,3340,51,3036,6676,3031,3094,1038,3006,3363,12,3190,3869,3075,3111,3107,0,3364,126,3142,3134,3042,3158,6694,2021,3340,234,6676,6672,3174,3036,3031,0,3340,517,3089,3152,3175,4633,3041,0,3340,202,3094,6676,3036,3031,3170,1036,3363,161,3871,6655,3020,4628,3145,1058,3364
EUW1_7658064573,1,86,6631,3006,3071,3742,3133,1037,3340,245,3157,3152,3100,1082,1058,3020,3340,777,1055,3006,3031,6673,3153,1036,3340,18,1055,3032,3006,3031,3036,1038,3340,35,3871,2503,6655,3158,6653,1052,3364,420,1037,3071,6662,3174,2021,0,3363,141,3071,6699,3171,6333,1036,0,3364,3,1056,3165,3137,3174,1029,1052,3340,145,3124,3172,6672,1038,3115,3302,3363,412,3869,3190,3107,3170,1029,3067,3364
EUW1_7658009809,1,54,3118,3068,3174,3075,1058,0,3340,83,6333,3077,3174,6610,3075,3078,3340,157,1053,3172,3153,6673,3031,6333,3340,901,3508,3161,3036,3094,1037,3171,3340,53,3877,6655,3170,3102,3089,1052,3364,777,6333,3006,3153,6673,3036,1038,3340,234,6610,3078,3047,6672,3123,3035,3340,166,3031,3087,3013,6676,3036,1036,3363,145,3124,6672,3302,3006,3115,1029,3340,111,3871,3118,3020,4646,3102,0,3364
EUW1_7657684050,0,48,3074,3174,3211,3153,6333,0,3340,234,3047,6672,6676,3153,1018,1037,3340,50,3157,3116,2503,3118,0,3175,3340,21,3036,3170,6676,3142,1036,3031,3340,800,3871,2503,3175,4628,4645,0,3364,86,1054,3047,3078,4401,2501,0,3340,9,3020,3157,6653,4645,3135,0,3330,950,6692,2031,3111,6697,6696,3161,3364,18,3032,3006,6675,3031,3036,3072,3340,147,3020,3871,3116,6653,4628,1052,3364
EUW1_7656294455,0,19,3111,6631,3065,3153,3076,1031,3340,56,6692,6631,3073,3071,3006,1036,3363,105,3135,3157,3100,3020,4645,0,3340,50,1056,4633,3020,3118,3116,8010,3340,78,3876,6610,6662,3121,3111,3742,3364,82,3065,3173,3075,4633,3067,3116,3364,234,3078,3153,3174,6610,3051,1043,3340,80,6692,3173,6610,3071,6609,3814,3340,145,3302,3124,3087,3172,3115,3046,3340,432,3877,3115,3742,3175,3091,2508,3340
EUW1_7654169592,0,82,1031,3047,3116,6653,4633,1011,3340,141,3071,3047,6692,3133,1029,0,3340,238,3814,2021,1037,3158,6692,6699,3340,202,6676,6697,3009,1036,1037,1038,3340,9,3871,3157,3118,3020,1052,1028,3330,875,2021,6631,3173,3071,3053,2021,3340,200,3091,6631,3047,0,6672,0,3340,517,1056,3041,3152,3175,4633,1058,3340,21,6676,3142,3009,3031,6670,3035,3340,89,3869,3109,3190,3174,3076,1031,3364
EUW1_7651387130,1,83,3075,3078,3174,3161,6694,1028,3340,266,3173,6699,6610,3161,6333,0,3340,893,1058,4646,6655,3041,3175,4645,3340,21,3031,6697,3170,6676,6696,1036,3340,147,3116,3171,3871,2503,4628,3802,3364,82,3116,3047,4633,6653,3073,3211,3340,106,3111,4629,6675,3742,3065,0,3340,157,3031,3153,3006,6673,3033,1038,3363,145,3302,3157,3087,3111,6672,3091,3340,497,3876,3190,3050,3111,3109,3076,3364
EUW1_7662298895,0,74,6655,2031,1058,0,0,0,3340,33,1103,3076,6665,1028,1033,0,3364,246,1055,3077,3111,0,0,0,3340,523,1055,3031,3006,0,0,0,3340,497,3869,3076,1028,3111,1029,0,3364,110,1055,3115,3020,3145,1052,0,3340,54,1103,3118,3145,2422,1052,0,3340,8,4628,2003,1058,3158,0,0,3340,103,1056,6655,3020,0,0,0,3340,16,3870,3114,3158,3113,0,0,3340
EUW1_7662286093,1,122,3047,1055,6631,3066,3053,1031,3340,24,3091,3078,3173,1028,2021,3157,3340,74,3157,6655,1001,3145,0,0,3340,254,1055,3174,6676,3036,0,0,3340,161,3157,6655,3871,3175,4645,1052,3364,157,3153,3814,3047,1042,0,0,3340,33,3742,3047,3075,1031,0,0,3364,45,3089,3040,0,6657,3020,0,3340,498,3032,6675,3036,3006,1018,1037,3364,99,3871,6655,3020,4645,3145,0,3340
EUW1_7662274915,0,517,3157,4633,3173,6653,1056,1052,3340,48,3065,3078,3047,3742,1036,1043,3340,8,3020,0,4629,0,4628,0,3340,21,1055,3072,3170,6676,1037,1038,3340,555,3869,6698,3171,3179,1029,3133,3340,887,1056,3115,3047,4645,1058,1058,3340,24,6610,3078,3111,1058,0,0,3340,777,1038,3006,3153,6673,1018,1037,3340,222,1018,6672,3006,3031,3046,3123,3340,78,3869,3190,3107,3742,3009,0,3364
EUW1_7662267640,0,3,1056,6664,0,1001,1029,0,3340,33,1103,3076,3047,1028,1031,0,3364,39,1055,1053,1043,3111,0,0,3340,81,1055,3057,2422,3044,0,0,3340,53,3869,3009,0,3067,3114,0,3340,74,3020,2503,2055,3116,1082,1052,3363,24,1101,3153,0,0,2422,0,3340,777,1055,3153,3006,0,0,0,3340,202,3142,1055,3009,0,0,0,3340,60,3877,4646,3020,1052,1052,2055,3364
EUW1_7662250602,1,875,1055,3047,6631,2501,1028,1036,3340,33,6665,3047,3075,3082,0,0,3340,22,3041,2031,3118,4646,3020,0,3340,21,1055,3072,3009,6676,1038,0,3340,16,3107,3870,2055,3190,3158,1006,3363,80,3153,3111,1036,6692,1028,0,3340,19,3065,3153,3111,0,0,0,3340,67,1055,3153,3006,1043,1037,1052,3340,51,1055,6676,3032,3006,0,0,3340,910,3871,2031,3916,3118,3020,0,3364
EUW1_7662220775,0,82,3047,3157,3115,3108,1052,1028,3340,33,3742,3047,3075,1031,1057,1028,3364,777,6673,3006,1043,3153,1057,1043,3340,800,1056,6655,3020,4628,4645,3135,3340,143,6653,3871,3020,2503,3116,0,3364,24,3091,3153,3047,3078,3110,3133,3340,11,3172,6672,3124,3153,1037,1036,3364,90,1058,3118,6653,3171,3116,1058,3340,202,1055,6676,3009,3094,3031,0,3340,80,3877,6690,3134,3176,3153,6610,3340
EUW1_7662165791,1,67,6672,3006,3153,3124,3073,3302,3340,33,6665,3075,3111,3105,1029,2504,3364,777,3072,3032,3006,6673,3033,0,3340,901,3072,3508,3158,3161,3094,3033,3340,89,3869,3047,3075,8020,2504,3105,3364,82,6653,3116,3174,4633,3075,2021,3340,876,3175,6653,4633,3116,2503,3089,3364,157,3153,6673,3172,3046,3033,0,3340,21,3134,3072,3170,6676,3031,3036,3340,17,3871,6653,3175,3118,3115,1052,3364
EUW1_7662127978,1,950,6699,3171,6697,3071,0,0,3340,233,3071,3153,1001,1029,0,0,3340,105,3100,4646,4645,0,1082,3175,3340,22,6672,3085,0,1055,3006,0,3340,518,3871,4646,3118,3171,3145,1058,3364,904,1055,3047,3077,6672,3044,0,3340,33,1103,3047,3066,1031,3075,1028,3364,711,1056,6655,3020,4646,1082,3145,3340,21,1055,6676,2003,3006,1018,1037,3340,111,3877,3084,1011,1001,3801,0,3340
EUW1_7662066148,1,8,1056,3171,4628,3089,4629,0,3340,5,3111,6610,3071,2021,1037,0,3340,11,6333,3748,3006,3153,3124,2021,3340,221,3031,3172,3087,3085,3036,6670,3340,63,3871,6653,2503,3165,3171,1058,3340,114,6333,3074,3111,3078,3156,1031,3363,33,6665,3075,3047,3742,0,0,3364,38,3157,3041,6657,3040,3020,3118,3340,157,1038,3153,3006,3046,1018,1037,3340,412,3047,3065,3869,3083,1036,1036,3340
EUW1_7662003263,0,75,1054,3158,3078,3110,3211,3067,3340,245,3020,3100,3152,1036,1028,1028,3340,34,3040,2508,6657,3020,0,0,3340,18,1055,6676,3094,3006,3036,1029,3340,53,3876,3009,3107,3110,1033,2022,3364,41,3174,3078,3031,6676,0,0,3340,33,6665,3075,3047,1029,0,0,3364,103,1056,3118,4628,3171,3089,0,3340,51,1055,6676,3031,1042,3009,0,3340,267,3870,6617,3171,3504,0,0,3364
EUW1_7661925708,1,83,3035,3170,3123,3075,3161,3133,3340,48,3742,3078,3047,3153,0,0,3364,136,1056,3040,6657,3020,6653,1011,3340,202,1055,2031,3172,6676,3036,1043,3340,800,3871,6655,2055,3175,6653,4645,3364,51,3087,3046,3006,3032,0,1018,3340,234,6670,6676,3078,3047,3035,0,3340,777,3032,3031,3006,1055,3153,0,3340,18,1055,6676,3032,3035,3006,1036,3340,44,3190,3876,3070,3047,3109,3067,3340
EUW1_7661848411,0,157,1055,3006,3153,0,0,0,3340,20,1101,3152,3047,1028,0,0,3340,36,3065,3801,1054,3111,1011,2031,3340,901,1055,3158,3508,3133,1036,3070,3340,63,3870,3020,6653,3802,0,0,3340,133,6676,3814,1042,3013,0,0,3340,33,1057,3075,3742,1028,3047,1029,3364,105,1056,3100,3020,1058,1052,1029,3340,51,1055,6676,3086,3006,1042,0,3340,25,3871,6653,3158,2508,1052,1027,3340
EUW1_7661743777,0,887,3115,3047,4645,3100,3089,3135,3340,33,2504,3075,3143,6665,3047,3066,3364,84,3089,4646,4645,3020,4630,3157,3363,21,3031,6676,3026,3072,3036,3094,3340,201,6664,3109,3084,3121,3009,3075,3364,83,3161,3078,3173,6610,6692,3071,3340,141,3161,6699,3174,6333,6694,3156,3340,105,2503,6653,4645,3089,4628,3113,3340,498,3036,3032,3172,6676,3031,3072,3340,111,3143,3876,3111,3075,3068,2502,3340
EUW1_7661665811,0,54,1056,3174,6664,3075,2504,3024,3340,131,4633,3157,3175,4646,6653,3089,3364,800,1058,2503,3020,4628,4645,1058,3340,51,3072,6676,3172,3094,3036,3144,3363,147,3876,3040,2503,3067,3114,3170,3364,82,6665,3116,3111,4633,6653,3165,3340,33,2504,3047,6665,3075,3082,0,3364,112,6653,2503,3158,3089,3157,4630,3340,18,3032,3006,3031,6675,3036,0,3340,497,2065,3107,3876,3158,3050,3076,3364
EUW1_7661490375,1,24,3078,3111,3157,1055,0,6610,3340,48,3078,3047,3153,1029,3066,1028,3340,34,1058,2503,3020,3118,6653,1058,3363,21,6676,3142,6694,3009,1055,0,3340,16,3870,3158,3107,6621,3114,0,3364,74,1056,3108,3175,6653,3118,3147,3340,33,3742,3075,3047,3143,1057,1029,3364,3,1056,3157,4633,6660,0,0,3340,29,1038,3085,3032,0,3006,1018,3363,17,3871,3118,3020,6653,0,0,3364
EUW1_7661432334,1,86,1054,6631,3172,3046,3742,2021,3340,233,3174,6672,6610,6333,1043,0,3364,161,3175,2031,6655,4645,2508,3147,3363,15,3035,3032,3031,6675,3172,3123,3340,16,3877,6617,3114,3107,1052,0,3340,36,3084,3083,3748,3009,3066,0,3340,33,3742,3075,3047,1031,1057,0,3364,103,1056,6653,2420,3020,3118,0,3340,202,1055,6676,3009,3031,3094,0,3340,25,3871,2420,3158,2503,0,0,3364
EUW1_7661428686,0,157,0,0,0,0,0,0,0,33,1103,2003,0,0,0,0,3340,166,1055,2003,0,0,0,0,3340,51,1055,2003,2010,0,0,0,3340,53,3865,2003,2010,0,0,0,3340,122,1055,0,0,2003,0,0,3340,106,1101,0,0,0,0,0,3340,45,0,0,0,0,0,1056,3340,15,1055,2003,2010,0,0,0,3340,111,3865,2003,0,0,0,0,3340
EUW1_7661352089,0,86,1054,3742,3071,3111,3143,0,3340,33,3742,3047,3075,1057,1031,1011,3340,45,1056,6655,3020,4646,3089,1052,3340,147,2503,4646,4629,3020,3113,0,3340,99,3871,6655,3020,4646,1058,1058,3364,12,3152,4646,3158,3802,1052,0,3340,121,3142,6698,3171,3035,3133,0,3364,950,6699,2031,3158,6701,6694,0,3340,22,3032,3091,6672,3172,1018,1042,3340,161,3871,6655,3175,4645,3108,3108,3364
EUW1_7661293743,1,86,3071,6631,3742,3172,2019,0,3340,238,6699,6692,3171,3161,6694,2021,3364,126,3814,3142,6697,3042,3171,3133,3340,22,3046,6672,3172,3153,1037,0,3340,63,3871,3116,3020,6653,2503,1058,3364,11,3748,3153,3124,3006,6672,3091,3340,48,1053,3078,1043,3047,3065,3742,3364,161,3020,2421,4645,6655,1058,0,3340,21,6676,3009,3142,6694,3026,3072,3340,99,3871,2003,6655,4645,3020,4646,3340
EUW1_7661235127,0,875,3053,6631,3071,3047,2501,1036,3340,32,3068,3075,6653,0,0,3111,3340,800,3147,2503,3020,4645,3089,2508,3340,51,1055,6676,3006,3094,3031,3033,3340,201,3876,3190,3107,2055,3047,3082,3364,904,3047,3078,6610,1037,2055,3133,3364,48,3153,3111,3078,3075,1057,1042,3364,112,3135,6653,3157,3175,3089,2503,3340,222,6672,3032,3085,3006,3031,0,3340,12,3876,3190,3107,0,0,3174,3364
EUW1_7662247212,0,157,3172,3033,6672,6673,3031,3026,3340,131,3115,6653,3175,4633,2502,3916,3364,777,3153,6673,3173,3133,3031,2019,3340,498,3072,3508,3172,6675,3033,1038,3340,136,3871,3116,3158,6653,2503,3165,3340,233,3026,6333,3153,3047,3071,6610,3363,35,3006,3142,3031,6676,3036,0,3364,246,3142,6696,6698,3158,6694,1036,3340,145,3157,6672,3006,3115,3302,3124,3363,267,3158,3107,2065,3870,6617,4005,3364
EUW1_7662223596,0,23,1054,3031,3153,3009,3046,3074,3340,203,3033,6672,3006,3153,1042,0,3364,45,1052,1026,3089,3040,6657,3020,3340,107,3158,6701,1055,3074,3036,3031,3340,57,3876,3002,3075,3111,4401,2502,3364,777,3033,1029,3153,6673,3172,1029,3340,141,3053,6699,3174,3161,2019,3133,3340,38,6657,3157,3040,3118,1058,3175,3364,202,1018,6676,3142,3170,3094,3031,3340,31,3869,3084,3111,3075,6664,3077,3364
EUW1_7662191283,1,86,1055,6631,3046,3174,2021,1028,3340,56,6631,3071,3009,2021,2055,1028,3364,105,2003,4645,1056,3100,4646,1001,3340,145,6672,3172,3124,1026,3108,1043,3340,800,3175,6655,3871,4645,3802,0,3364,80,1028,6692,3111,1055,3071,2021,3340,20,1102,3068,3111,3110,1028,0,3364,34,1056,3070,6657,3020,6653,4630,3340,202,1055,6676,3009,3094,1038,1053,3340,147,3871,3040,2508,3158,3147,0,3364
EUW1_7656301032,0,223,3084,3047,3076,1054,1029,0,3340,875,1101,3009,6631,1036,0,0,3340,112,1056,6655,1001,1052,0,0,3340,67,1055,6672,0,0,0,0,3340,63,3871,2503,1052,0,0,3020,3340,901,1055,2003,3508,3158,0,0,3340,234,1102,3078,3047,1036,2022,0,3340,84,1026,4646,3020,3057,1082,3113,3340,523,1055,3006,6676,3144,0,0,3340,412,3876,3009,3190,2055,2022,0,3364
EUW1_7655943733,1,777,1055,3153,3006,3123,0,0,3340,75,1102,3078,0,0,2422,0,3340,800,1056,6655,3020,2508,0,0,3340,222,1055,3006,3032,1042,1036,0,3340,555,3869,3013,3179,6690,0,0,3364,266,1055,2031,3161,1001,1029,0,3340,19,1102,3077,3047,3044,1042,0,3513,131,1058,1052,3020,4646,1052,1082,3340,202,1055,1001,6676,0,0,0,3340,518,3866,1001,3802,1082,1052,2055,3364
EUW1_7649037080,0,11,6675,6698,6676,3006,3142,0,3340,131,3157,2502,6653,3115,3020,4633,3364,711,3135,3157,3020,4645,3118,0,3340,236,3508,6675,3031,3047,1036,1055,3340,902,3870,2065,6620,3158,3504,0,3364,777,3153,6673,3172,3031,1057,1043,3340,141,3142,3173,6692,6697,0,0,3340,10,3089,3009,3115,4645,3135,0,3340,107,3035,6698,6695,6699,3156,6690,3340,32,3869,3190,3116,3171,3076,3067,3340
EUW1_7647611097,1,904,3078,6610,3173,0,1055,0,3340,24,6610,3078,3173,3157,1037,0,3364,115,1056,6655,3020,3089,4645,0,3340,81,1055,3161,1036,3042,3078,3171,3363,101,3871,3157,6655,3175,3145,0,3364,103,1056,1082,6655,3020,4646,3145,3340,54,3020,3041,3157,4645,3118,1058,3364,31,3084,3068,1057,3075,3111,2055,3340,236,1055,3508,3006,6675,3031,1018,3340,201,3190,2031,3869,3075,3047,1006,3364
EUW1_7647541690,0,24,3161,3078,3158,3153,6610,1053,3340,19,6631,6672,3153,3047,3075,3065,3364,711,1056,3118,3157,3175,4645,4630,3340,800,3108,6655,3175,6653,4645,2503,3340,117,3871,3114,2065,3171,3504,3067,3364,86,3046,6631,3031,3006,3033,1031,3340,60,3020,4646,3100,3041,4645,3089,3364,39,3153,3111,3091,6672,0,0,3340,21,3036,3142,3009,6676,3031,1038,3340,412,3190,3107,3876,3110,3075,3009,3364
EUW1_7636553139,1,122,3035,6631,3075,3174,3053,3742,3364,233,3153,6698,6676,3031,6672,1028,3340,25,3171,6657,2503,3041,4646,2508,3340,804,3031,6672,3153,3085,3072,3046,3340,111,3876,3190,3174,3075,3050,3105,3364,75,3071,3078,3158,6692,6676,0,3340,221,3072,2501,3073,3006,3071,3123,3340,55,3100,4645,3089,3020,1058,0,3340,63,1058,2503,3020,6653,3145,2055,3340,235,3877,3094,3009,3071,6676,3031,3364
EUW1_7636507993,1,24,3147,3100,3115,3158,4645,3108,3340,59,3071,6610,3047,1036,3076,1036,3340,901,3171,3508,2055,3094,0,3123,3363,51,1055,6676,3172,3031,3035,1036,3340,143,3871,3108,6655,3171,3108,0,3363,904,3077,1043,3078,1055,3047,0,3340,141,3071,6692,0,3047,0,0,3340,134,3020,4629,1058,2503,0,0,3340,67,1055,3153,3006,3124,3051,1042,3340,412,2055,3075,3047,3110,0,3876,3364
EUW1_7636445494,0,85,2421,3020,3152,6653,1058,0,3340,24,3111,3153,6610,1043,1043,1057,3340,63,1056,3020,1058,6653,3116,3118,3340,145,1055,3006,3115,6672,3035,0,3340,902,3870,2503,3107,3158,0,0,3364,39,3181,3153,3174,3091,6672,3053,3340,33,3173,3075,6664,3105,1028,0,3364,131,1056,2031,3100,3175,4645,2420,3340,21,3172,3072,3031,3036,0,0,3340,99,3871,3118,2421,3175,2055,1058,3364
EUW1_7636377707,1,157,1055,3153,3174,6673,3046,3033,3340,24,6610,3153,3111,3044,3067,1037,3340,134,1056,6655,2421,4645,3175,1058,3340,498,3031,3006,3508,6675,3123,1018,3340,518,3152,3157,3871,2055,3171,1052,3364,58,1037,6631,3065,3047,3071,3133,3363,36,3111,3084,3143,3065,1029,0,3364,99,1056,6655,3020,4646,1058,1058,3340,21,3009,6676,3072,1055,3036,1018,3340,89,3876,3190,3107,3047,0,0,3364
EUW1_7636340034,0,82,1056,2003,0,0,0,0,3340,24,0,0,0,0,0,0,0,54,1056,2003,0,0,0,0,3340,498,1055,0,0,0,0,0,3340,518,3865,2003,0,0,0,0,3340,27,1056,2003,0,0,0,0,3340,120,1102,0,0,0,0,0,3340,45,1056,2003,2010,0,0,0,3340,67,1055,2003,0,0,0,0,3340,63,3865,2003,2010,0,0,0,3340
EUW1_7635209729,1,83,3161,3076,3078,3047,6694,0,3340,35,3031,6698,3006,6699,6676,3035,3340,910,6655,3020,6653,3089,4628,0,3363,67,6665,6672,3006,3124,3302,3082,3340,432,3869,6653,2055,3009,3742,3113,3364,10,1055,3009,3115,3145,1058,0,3340,98,3084,3047,3748,3075,6660,1029,3340,1,1056,3118,3157,3175,4646,4645,3340,202,3036,3142,3009,6676,3031,3094,3340,223,3876,3174,3065,2502,3801,3084,3364
EUW1_7635173891,0,875,3181,6631,3009,3071,2501,0,3340,120,6610,3158,6692,6333,3044,0,3340,517,1058,3157,4633,3041,3152,3020,3340,22,3031,3046,3006,6672,1053,0,3340,37,3870,3040,3158,6620,6617,3114,3364,86,1054,3170,6631,3071,3046,2021,3340,9,3118,3175,2421,4645,6653,0,3330,800,1056,6655,6653,3158,4628,1058,3340,202,3031,3142,3009,6676,3094,0,3340,80,3877,3071,6692,3170,3153,0,3364
EUW1_7635131106,0,904,1055,3078,3174,2021,6610,6333,3340,24,6610,3157,3074,3153,3091,3111,3340,4,2420,6657,3170,3100,3094,0,3364,360,3036,6676,3006,3031,1053,1037,3340,412,3876,3190,3107,3109,3009,2022,3364,39,3110,3153,3047,3181,6333,0,3340,233,6676,6672,6698,3111,6333,3036,3340,800,6653,6655,3020,4645,3089,3165,3340,145,3124,2420,6672,3115,3006,1055,3363,12,3190,3869,3075,3109,3047,3067,3364
EUW1_7635077855,1,74,1056,2503,3175,6653,1058,1058,3340,24,3100,3115,4633,3111,1042,0,3340,157,1054,3006,3153,3031,6670,1037,3340,15,1055,3508,3006,6675,1038,1037,3340,25,3871,3157,3158,6653,1052,1052,3340,114,3156,3074,3111,1029,1036,0,3340,234,6676,6672,3111,3036,0,0,3340,90,3147,2503,3020,4645,3089,0,3340,21,6694,3142,3009,6676,1018,0,3340,53,3076,1031,3009,3110,2055,1028,3364
EUW1_7633559404,1,67,3153,3006,3124,3091,3051,0,3340,24,6610,3091,3111,3078,1053,1043,3340,34,3040,3020,1082,3118,2508,3147,3340,45,3040,3020,6657,3089,3145,0,3340,29,3871,2421,4645,3020,3115,3089,3364,74,1058,3157,3175,3116,6653,1058,3340,62,3156,3078,6610,3071,3173,1029,3364,90,3171,2503,3116,6653,4630,3157,3364,18,1055,6676,3006,3155,3031,1018,3340,12,3876,2055,3190,3065,1057,3009,3364
EUW1_7633507792,1,17,1056,3118,4646,3175,3145,0,3364,24,1043,3051,3153,6610,3006,0,3340,39,3181,3153,3091,3173,2019,1037,3340,236,1055,3508,3172,6675,1036,0,3340,800,3871,2055,2503,6655,3175,1052,3364,133,1055,6676,3134,2021,0,6698,3364,11,3124,3153,3006,3091,3133,2019,3340,84,4646,3916,4645,3020,1056,2420,3340,22,1055,3006,3153,6672,3123,0,3364,518,3871,3152,3020,6655,0,0,3364
EUW1_7660074389,1,92,6333,3123,3171,6610,6692,0,3340,24,1053,6610,3157,3174,3078,1043,3340,103,3118,3157,4628,3020,3089,4630,3340,21,2019,3142,6676,3170,6694,3814,3340,99,3871,3020,6655,3118,3089,4645,3340,420,3053,3111,3071,6610,3065,3075,3340,131,4633,3157,3115,3020,3089,4645,3364,91,3142,3009,6697,3814,6695,0,3364,119,3072,6676,3047,1042,3035,1018,3340,223,3084,3047,3075,3869,3105,1011,3364
EUW1_7660028899,0,51,6676,6697,3036,0,0,0,3340,54,4646,6655,3020,3145,0,0,3340,84,3020,4646,4645,1058,1058,0,3340,22,6672,1038,3046,3006,1037,1018,3340,800,3871,2503,3020,6653,3802,0,3340,14,3077,6664,3174,3075,2502,2021,3340,24,3078,6610,3091,3173,1029,0,3340,268,1056,2420,3175,3116,3115,1058,3340,21,3035,3179,3814,3009,3031,0,3340,25,3871,3158,2420,4005,1058,0,3364
EUW1_7659815974,0,240,3748,1055,3047,3181,6609,2021,3340,11,3153,6672,3006,3091,1052,1037,3340,711,6655,4645,1058,0,1056,3020,3340,21,6676,3142,3036,2422,3123,1036,3340,99,3871,3118,3020,4645,4646,0,3364,19,3153,6672,6631,3170,3053,0,3340,24,3078,3173,0,1029,6610,0,3340,105,1082,2031,3157,3175,3089,6655,3364,222,1055,6672,3031,3172,3144,3086,3340,143,3871,6653,3175,3116,1058,0,3364
EUW1_7659788754,1,36,3084,1054,3009,1011,1011,1006,3340,131,3020,6653,3108,0,0,0,3513,245,1056,3100,1052,3020,1052,0,3340,22,1055,3086,6672,3006,1042,1042,3340,43,3871,3118,1001,0,0,0,3364,86,6631,3006,1055,1042,1042,1042,3340,24,3078,1102,1033,2422,1028,0,3340,74,2503,3020,2508,0,0,0,3340,51,1055,1083,3032,3006,0,0,3340,99,6655,3871,0,1001,0,0,3340
EUW1_7658809892,1,84,1054,6653,4646,3020,1058,1052,3340,24,3078,6610,2055,3111,0,0,3340,91,2031,3142,3158,3814,3133,1036,3340,222,1055,3032,3006,3031,0,0,3340,223,3877,3084,3009,3065,3075,1028,3364,86,6631,1054,3006,3086,0,1042,3340,107,1036,0,6698,6701,3031,3158,3364,134,1056,2420,3020,4629,2503,1058,3340,115,1056,6655,3020,3108,3108,0,3340,29,3871,3115,4645,3020,1036,0,3364
EUW1_7658771723,0,122,3142,1055,3123,3009,1036,0,3340,24,3078,3133,1028,0,0,3111,3340,800,1056,6655,6653,3020,0,0,3340,29,1055,6676,3006,1036,1042,2055,3363,21,3871,2508,3020,2503,3147,0,3364,36,3084,3748,2031,3009,3083,0,3340,233,3174,3153,3071,1028,1028,0,3364,90,3020,2503,3089,1011,1026,0,3340,222,1055,3006,3032,1037,1038,0,3340,201,3876,3190,3047,1028,2022,1031,3364
